,index,text
116098,123779,@AmericanAir   figured out why 2052 didn't wait - was proactively re-booked for a.m. flight before 1740 even landed.  #nexttimewaitplease
116119,123803,Poor experience with @AlaskaAir with a 5hr delay and no time to when we are going to leave. Let's go already! #alaskaair
116127,123811,Flying @americanair is never worth the money I save. Still on the tarmac 45 minutes later.
116131,123815,@americanair I'm on US FLT1721 gonna miss my connection. can u assist? My name is Nora Leisk &amp; my travel companion is Philip Tabak
116140,123824,Thank you @AlaskaAir! I just had the best flight experience with you. Can't wait to fly with you again.
116142,123826,Is it possible change flight reservation time to the late one ?@SouthwestAir
116143,123827,@AlaskaAir 5hr delay on Alaska air to Honolulu. Mechanical errors and captain walks off for federal rules-really!
116144,123828,@JetBlue thanks for a no reason delay on flight 1161. Cost me $75 for a car service upon landing since my grandfather can't drive that late
116145,123829,"Been waiting over 2 hours to board our flight to San Diego bc of ""software updates""? What the heck @SouthwestAir ?!"
116147,123831,@JetBlue refused to give seat assignment at booking &amp; at online check-in. Must wait in line at airport. High baggage fees. Never again.
116148,123832,Happy to have a flight delay leaving Florida! And happy that @JetBlue is letting me know early so I can stay in the pool a little longer!
116157,123842,@AmericanAir You guys owe an apology and more everyone that tried to leave Baton Rouge to Dallas yesterday evening.  What a disaster.
116158,123843,starving. hope I get to LAX early enough to grab a bite before heading home @SouthwestAir
116159,123844,I have a bad feeling about this @JetBlue flight I'm on. The male flight attendant has a pony tail.  #SayNoToMalePonyTails
116162,123847,So many stressed out business men in the @united club talking to themselves and crunching numbers out loud.
116168,123854,@AmericanAir Trying to change an AAdvantage flight. Still on hold. http://t.co/zEeCGuZw7Q
116170,123856,Always an issue with @AmericanAir #waitingforagate http://t.co/1NUIopYG3S
116181,123869,Cool. My 5th straight @JetBlue flight which is delayed. And you used to be my favorite airline.
116193,123881,@DeltaAssist hi I can't find my flight booking anywhere online to cancel it. Confirmation H4470W Can you help
116202,123890,@jetblue what is going on with flight 328 from MCO to EWR? It was supposed to take off at 7:50. and now leaving at 10:11 PM? Sounds bad.
116203,123891,@united UA4372 DCA-EWR ground delay at DCA; will miss my connection (UA1420) EWR-MSY - what are my options? Is there a later EWR-MSY flight?
116209,123897,@southwestair When do your late dec/early jan schedules come out ??
116216,123904,"After a series of ""eh's"" w/ @SouthwestAir on this trip. the ending finally blew it #sunnyInSTL #BagsSoakedThrough http://t.co/fvhsAx1CFx"
116217,123905,@DeltaAssist . any word on Flight 5440? Claims of chair issue yet no mechanics/anyone has entered the plane?
116220,123908,Trying to file a claim with Cathay for lost baggage reimbursement @AmericanAir https://t.co/gZgdLN9cj6
116221,123909,@DeltaAssist on old for over 18 min. What's the wait time?
116225,123913,I can't believe I lost my junior Flight Crew seatbelt on the plane  I'm never gonna find it :( @JetBlue
116228,123916,@DeltaAssist what's the typical wait time a Twitter response? :)
116232,123921,@DeltaAssist really on hold for 20 minutes? http://t.co/mXEt71d4hH
116235,123924,Just landed at O'Hare. First time in two years I don't have an upcoming flight in my reservations section on the @united app. Sad face.
116239,123928,@DeltaAssist our flight has been delayed from 7:05 to 11:50 PM. that means we're losing half a day of our vacation. Can you help us somehow?
116250,123939,@united We'll miss connection - paid $1.300 extra for a staffer to come. now we all will get stuck in Houston. I'm DONE with United!
116272,123964,Flight delayed 3 and a half hours. Love @AlaskaAir 
116286,123978,@JetBlue How can u justify a 6 hr flight delay for no reason? Never flying JetBlue again! Made me join Twitter just to start JB bashing!
116290,123982,@AmericanAir waiting for my son since you want to charge for a 14yr old to walk off a plane! 40min wait for flight att to bring him  #2955
116309,124003,Why does @AmericanAir hate me?
116311,124005,@AmericanAir excuse me I have a question
116317,124011,@SouthwestAir need help finding out my friends arrival time tonight. he never gave me his flight number. Hes flying into milwaukee tonight
116320,124014,Flew @JetBlue to #SXSW. a tech conference; entertainment system &amp; internet was out both ways. Nothing #innovative about that. #jetblue #fail
116321,124015,After 15 years of flying @United putt-putt Brasilias to/from SBP. I may miss their switch to RJs next month.
116325,124019,Your 1010pm flight to London is delayed due to awaiting aircraft. UA4 now departs Houston 1051pm @united you rock http://t.co/VHUHkSG8ll
116334,124028,Finally getting going after a 2 hour delay. However. still excited to fly @VirginAmerica first class.
116338,124032,Can't wait till @JetBlue 575 lands i miss my mom too much
116340,124034,@united when will logging in with Username be fixed? It's a very inconvenient.
116344,124038,@SouthwestAir wifi for $8 per device Not bad... http://t.co/ekXQzW9onL
116352,124046,Is anyone having issues w/ @SouthwestAir website. I am trying to purchase my flight to DCA. Call the 800# it's an 114 min wait?
116364,124059,Seriously. @alaskaair?! Who is working in your baggage department. Freddy Krueger? Suitcase destroyed and just http://t.co/wjZ5vXyWqr
116366,124061,If you search the #USAirways hash tag it's 90% bad #customerservice #CustomerExperience tweets cc: @AmericanAir
116368,124063,@DeltaAssist Bag damaged on flight 1775 to SFO. Did not have time to talk to rep at SFO. but have pictures. Next steps?
116369,124064,@SouthwestAir Luv that my flight got into Seattle 20min early. Offset by waiting to see our bags for 40min. Kinda sucks.
116370,124065,My @SouthwestAir experience today has hit an all time low. Delayed 3hrs due to a mechanical issue. board everyone. Then same issue again.
116380,124075,@SouthwestAir If last letter of a last name is missing on reservation how big of a deal is it flying domestically? Can you add that letter?
116389,124084,@AmericanAir but wait my tweet was about us being forced to leave classmates behind abroad...
116392,124087,I love you @JetBlue !! I'll never fly with anybody else _ time for vacation!!
116393,124088,Really do not need the stress of worrying if I can actually catch the flight I__m supposed to with @AmericanAir.
116397,124092,@SouthwestAir why is no one working at OKC terminal? We've all been waiting.... http://t.co/wpcTX6iBSf
116400,124095,@united it's 2015 + this is the entertain system on your plane from Paris to Chicago (1/2). #pathetic http://t.co/OyW9gIXRgE
116406,124101,Just hanging out @jetblue terminal for a 7am flight that is not happening. #mechanical #joy Wouldve been nice for a heads up b4 coming here.
116418,124114,@DeltaAssist it was awful. I have two trips in May. If Delta airfare is the absolute cheapest. I'd consider. Otherwise.... No.
116421,124117,@JetBlue your security line is abominable
116428,124124,@united You were my preferred airline for 30+ years. but your medallion quals changed. Sad it won't make sense to fly my 70k+ miles anymore.
116430,124127,Hey @JetBlue bring my girlfriend home quick from jfk today. I miss her!!!
116432,124129,@DeltaAssist my connection DL1588 running like 30% late.. Am I missing DL1154 connection or will be held for connecting passengers?
116441,124138,It seems that @JetBlue won't let me check-in online anymore. So annoying! #annoyed
116445,124142,Not too bad of a morning view @AmericanAir ... Looking for a smooth flight to #DC . http://t.co/KX5ZPq5KRI
116449,124147,@SouthwestAir 2 days. 5 calls. 3 emails. 4 tweets. 350 min on hold. Starting to think I could walk faster than I could fly with you. #giveup
116459,124157,Shout out to @JetBlue for always taking care of me on my flights home and back to school! And for hauling on this delay #KeepCalmAndBlueOn
116460,124158,@JetBlue your #ontimedepartures are at zero! No am text to inform?! Terrible #customerrelations
116462,124160,#Nicola waiting on her plane on @united in Houston. shortyrossi #shortyrossi #flythefriendlyskies_ https://t.co/SHgeDGcyTW
116464,124162,@VirginAmerica why do you not fly to Charlotte or Raleigh? You're killing me here having to fly US Airways.
116470,124169,@AmericanAir 36 pages of hundreds of complaints and no action yet http://t.co/YVWpLNLYGN
116478,124178,It only takes two bad experiences with @SouthwestAir to make me switch which airlines I use....so angered
116480,124180,@AlaskaAir it's annoying that there are seats in first class available. but because I booked my ticket w/ miles. I can't get an MVP upgrade
116486,124186,@SouthwestAir why is flight 2413 from San Diego to Atlanta delayed? Big inconvenience I have another flight to prepare for? Weather?
116493,124193,I really need to write a article about how much I miss flying @AlaskaAir and why you should always fly with them when you can! #akair
116494,124194,I forgot to check in for my @SouthwestAir flight and now I'm in boarding group C tmrw. Ugh.
116497,124197,Hi @AmericanAir. could you help me to check the last status of lost lugage TPZFQP. Im in Indonesia n hv a prob to call.
116499,124199,@SouthwestAir travel during March madness insane. Hoping there are a ton of stations open at the end of the end of this line
116509,124209,I think I have a @JetBlue flyfi curse_ always on planes w/o it. Although. the hottie agent is making this disappointment easier to manage.
116513,124213,The line to check-in at @SouthwestAir is so long we're waiting outside the airport. http://t.co/gKNbp6E9eL
116518,124218,@united Purchased premier access for flight tomorrow. It's not on boarding pass but shows up on my account that I purchased it. Very annoyed
116541,124244,Gotta love my momma she wants me to tweet about oh fucked up @JetBlue is being to travelers to Puerto Rico #jetblue #airlines #unfair
